Preschool_Name,Location_Type,Address,Opening_Hours,Preschool_Website,Stars,Average_Stars,Google_Website,Update_Time
MindChamps PreSchool @ Paragon,Preschool,"290 Orchard Rd, #06-19/20, Singapore 238859 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/paragon/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.956521739130435,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Paragon/@1.3037752,103.8359096,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1992320efbcf:0xcf500ca000a8ae5b!8m2!3d1.3037752!4d103.8359096!16s%2Fg%2F1vwllnlz?entry=ttu",2024-03-24 15:57:53.114472
MindChamps PreSchool @ West Coast Plaza,Preschool,"154 W Coast Rd, #01-63, Singapore 127371 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/book-a-visit/,"5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.904761904761905,"https://www.google.com/maps/place/MindChamps+PreSchool+@+West+Coast+Plaza/@1.3036823,103.7659354,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1afb850e3b93:0xcc5c78c73ffbad65!8m2!3d1.3036823!4d103.7659354!16s%2Fg%2F11c3v552mt?entry=ttu",2024-03-24 15:58:20.651966
MindChamps PreSchool @ City Square Mall,Preschool,"180 Kitchener Rd, #07 - 01 / 05, Singapore 208539 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/book-a-visit/,"5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 1, 5, 5, 5, 5, 5",4.88135593220339,"https://www.google.com/maps/place/MindChamps+PreSchool+@+City+Square+Mall/@1.3115639,103.8568345,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19c89fffffff:0x1636350347a3e65c!8m2!3d1.3115639!4d103.8568345!16s%2Fg%2F1thvdfyf?entry=ttu",2024-03-24 15:58:46.826221
MindChamps PreSchool @ East Coast,Preschool,"11 Tanjong Katong Rd, #02-43, Singapore 437157 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 1pm",https://www.mindchamps.org/book-a-visit/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5",4.963414634146342,"https://www.google.com/maps/place/MindChamps+PreSchool+@+East+Coast/@1.315022,103.8945292,17z/data=!3m1!4b1!4m6!3m5!1s0x31da181704a6d737:0xd660273707f14cba!8m2!3d1.315022!4d103.8945292!16s%2Fg%2F11c5gv3ps5?entry=ttu",2024-03-24 15:59:15.509046
MindChamps PreSchool @ One Raffles Place,Preschool,"1 Raffles Place, Tower 1, #06-00, 048616 ","Sunday, Closed, Monday, 7:30am to 7:30pm, Tuesday, 7:30am to 7:30pm, Wednesday, 7:30am to 7:30pm, Thursday, 7:30am to 7:30pm, Friday (Good Friday), 7:30am to 7:30pm, Hours might differ, Saturday, 7:30am to 7:30pm",https://www.mindchamps.org/preschool/one-raffles-place/,"5, 5, 5, 2, 5, 5, 5, 4, 5, 1, 5",4.2727272727272725,"https://www.google.com/maps/place/MindChamps+PreSchool+@+One+Raffles+Place/@1.284749,103.851992,17z/data=!3m1!4b1!4m6!3m5!1s0x31da190eacb58e55:0x1230303978b723af!8m2!3d1.284749!4d103.851992!16s%2Fg%2F11gdfs2spc?entry=ttu",2024-03-24 15:59:46.288059
MindChamps PreSchool @ Sengkang,Educational institution,"70 Compassvale Bow, #02-05 Grand Mall, Singapore 544692 ","Sunday, 9am to 2pm, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 9am to 2pm",http://www.mindchamps.org/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Sengkang/@1.3832602,103.892109,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1772399a76c7:0xe9dca4aea55ea790!8m2!3d1.3832602!4d103.892109!16s%2Fg%2F11twrb9nkm?entry=ttu",2024-03-24 16:00:12.566786
MindChamps PreSchool @ Mapletree Business City,Preschool,"20 Pasir Panjang Rd, Singapore 117439 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/location/mapletree-business-city/,"5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Mapletree+Business+City/@1.2754092,103.7985447,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1bc0baaaaaab:0xf448302e6183ac04!8m2!3d1.2754092!4d103.7985447!16s%2Fg%2F1td5cm_r?entry=ttu",2024-03-24 16:00:38.040929
MindChamps Performing Arts PreSchool @ Marina Square,Preschool,"6 Raffles Blvd, # 04 -100 Marina Square, Singapore 039594 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 2pm",https://www.mindchamps.org/preschool/book-a-visit/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.851851851851852,"https://www.google.com/maps/place/MindChamps+Performing+Arts+PreSchool+@+Marina+Square/@1.2912061,103.8576768,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19a856b7dc2b:0xde5d4779c18f1cfa!8m2!3d1.2912061!4d103.8576768!16s%2Fg%2F11b61qx7kk?entry=ttu",2024-03-24 16:01:03.455332
MindChamps Chinese PreSchool @ Cecil Street,Day care center,"105 Cecil St, #04-01/04 The Octagon, Singapore 069534 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 2pm",https://www.mindchamps.org/book-a-visit/,"1, 5, 5, 1, 5, 5, 5",3.857142857142857,"https://www.google.com/maps/place/MindChamps+Chinese+PreSchool+@+Cecil+Street/@1.2806884,103.8492068,17z/data=!3m1!4b1!4m6!3m5!1s0x31da190deb3aaaab:0xcd03a5bb4067a725!8m2!3d1.2806884!4d103.8492068!16s%2Fg%2F11gcfq14vw?entry=ttu",2024-03-24 16:01:31.528659
MindChamps PreSchool @ Pasir Ris,Preschool,"7 Pasir Ris Central, #01-23, Mall 519612 ","Sunday, Closed, Monday, 8am to 7pm, Tuesday, 8am to 7pm, Wednesday, 8am to 7pm, Thursday, 8am to 7pm, Friday (Good Friday), 8am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/contact-us/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.985074626865671,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Pasir+Ris/@1.3722986,103.9494884,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1962cd93e29b:0x17060f02b61a9aa3!8m2!3d1.3722986!4d103.9494884!16s%2Fg%2F11hhdfn9h3?entry=ttu",2024-03-24 16:01:56.804361
MindChamps PreSchool @ Changi Airport Terminal 3,Preschool,"65 Airport Boulevard #03-22/29, Terminal 3 Singapore Changi Airport, 819663 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 2pm",https://www.mindchamps.org/book-a-visit/,"5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5",4.653846153846154,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Changi+Airport+Terminal+3/@1.3563,103.987354,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3c8c5375dc0f:0xab47e28eb9822cfc!8m2!3d1.3563!4d103.987354!16s%2Fg%2F11ddwzbmcj?entry=ttu",2024-03-24 16:02:26.236080
MindChamps Preschool @ Sentosa JB,Preschool,"201, Jalan Sutera, Taman Sentosa, 80150 Johor Bahru, Johor, Malaysia ","Sunday, Closed, Monday, 8am to 6pm, Tuesday, 8am to 6pm, Wednesday, 8am to 6pm, Thursday, 8am to 6pm, Friday, 8am to 6pm, Saturday, 8am to 12pm",https://www.mindchamps.org/my/,"5, 5",5.0,"https://www.google.com/maps/place/MindChamps+Preschool+@+Sentosa+JB/@1.4940619,103.7776626,17z/data=!3m1!4b1!4m6!3m5!1s0x31da6d722e040a33:0xf3faa1df150fab52!8m2!3d1.4940619!4d103.7776626!16s%2Fg%2F11vlxg_4lf?entry=ttu",2024-03-24 16:03:01.442091
MindChamps Chinese PreSchool @ Dairy Farm,Preschool,"4 Dairy Farm Ln, B1-08 to 11, Singapore 677622 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/location/dairy-farm/,"5, 5",5.0,"https://www.google.com/maps/place/MindChamps+Chinese+PreSchool+@+Dairy+Farm/@1.3666323,103.7740932,17z/data=!3m1!4b1!4m6!3m5!1s0x31da119b3a29f433:0x78a8ae817e33361d!8m2!3d1.3666323!4d103.7740932!16s%2Fg%2F11lclvw2cm?entry=ttu",2024-03-24 16:03:26.000659
MindChamps Global HQ,Educational institution,"6 Raffles Blvd, #04-100 Marina Square, Singapore 039594 ","Sunday, 9am to 2pm, Monday, 9am to 7pm, Tuesday, 9am to 7pm, Wednesday, 9am to 7pm, Thursday, 9am to 7pm, Friday (Good Friday), 9am to 7pm, Hours might differ, Saturday, 9am to 2pm",https://www.mindchamps.org/,"5, 4, 5, 5, 1, 1, 5, 1, 1, 3, 5",3.272727272727273,"https://www.google.com/maps/place/MindChamps+Global+HQ/@1.2914251,103.8576758,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1766c2aaaaab:0x35ee2b344e3c1603!8m2!3d1.2914251!4d103.8576758!16s%2Fg%2F1wb8r69n?entry=ttu",2024-03-24 16:03:40.277837
MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6,Education center,"1 Seletar Rd, #02-12 Greenwich V, Singapore 807011 ","Sunday, Closed, Monday, 12 to 7pm, Tuesday, 12 to 7pm, Wednesday, 12 to 7pm, Thursday, 12 to 7pm, Friday (Good Friday), 12 to 7pm, Hours might differ, Saturday, 9am to 7pm",https://mindspace.mindchamps.org/contact-us/,"5, 5, 5, 5",5.0,"https://www.google.com/maps/place/MindSpace+@+Greenwich+V+(Sengkang)+%7C+After+School+Student+Care+for+P1-P5+%7C+MindChamps+Enrichment+%26+PSLE+for+P1-P6/@1.3875841,103.869409,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19440422862f:0xcdc93f8becae08f5!8m2!3d1.3875841!4d103.869409!16s%2Fg%2F11pts85c3k?entry=ttu",2024-03-24 16:04:06.222335
MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps,Education center,"18 Sin Ming Ln, #01-14 Midview City, Singapore 573960 ","Sunday, Closed, Monday, 12 to 7pm, Tuesday, 12 to 7pm, Wednesday, 12 to 7pm, Thursday, 12 to 7pm, Friday (Good Friday), 12 to 7pm, Hours might differ, Saturday, Closed",https://mindspace.mindchamps.org/contact-us/,"5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5",4.857142857142857,"https://www.google.com/maps/place/MindSpace+@+Midview+City+(Bishan)+%7C+After+School+Student+Care+for+P1-P5+%7C+Powered+By+MindChamps/@1.3586404,103.8340972,17z/data=!3m1!4b1!4m6!3m5!1s0x31da172604e408b7:0x4781e33e7bdf7477!8m2!3d1.3586404!4d103.8340972!16s%2Fg%2F11rtsg6l5f?entry=ttu",2024-03-24 16:04:31.699960
MindChamps Reading Programme @ Sengkang,Educational institution,"70 Compassvale Bow, #02-05 Sengkang Grand Mall, Singapore 544692 ",,https://www.mindchamps.org/enrichment/our-centres/sengkang-grand-mall/,"5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5",4.857142857142857,"https://www.google.com/maps/place/MindChamps+Reading+Programme+@+Sengkang/@1.3818605,103.8927256,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17e02e96a565:0x238ea7e0372666cf!8m2!3d1.3818605!4d103.8927256!16s%2Fg%2F11kk2z37bj?entry=ttu",2024-03-24 16:04:56.556087
MindChamps Reading @ Sembawang Nordcom II (Reading & Phonics Classes for Kids),Education center,"2 Gambas Cres, #01-26/27/40/41 Nordcom II, Singapore 757044 ","Sunday, 9am to 1pm, Monday, Closed, Tuesday, Closed, Wednesday, Closed, Thursday, Closed, Friday (Good Friday), Closed, Hours might differ, Saturday, 9am to 1pm",https://api.whatsapp.com/send?phone=6583393177&text=Hello%2C%20I%20saw%20your%20google%20profile%20and%20am%20keen%20to%20register%20for%20a%20trial%20class...,"5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5",4.857142857142857,"https://www.google.com/maps/place/MindChamps+Reading+@+Sembawang+Nordcom+II+(Reading+%26+Phonics+Classes+for+Kids)/@1.4433502,103.8155687,17z/data=!3m1!4b1!4m6!3m5!1s0x31da137d4e22c8a9:0x78bf66d00af0dad5!8m2!3d1.4433502!4d103.8155687!16s%2Fg%2F11tjn_31vs?entry=ttu",2024-03-24 16:05:10.781212
MindChamps Enrichment Academy @ Marina Square HQ,Education center,"6 Raffles Blvd, #04-100 Marina Square, Singapore 039594 ","Sunday, 8am to 8pm, Monday, 8am to 8pm, Tuesday, 8am to 8pm, Wednesday, 8am to 8pm, Thursday, 8am to 8pm, Friday (Good Friday), 8am to 8pm, Hours might differ, Saturday, 8am to 8pm",https://www.mindchampsonline.com/,"5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5",4.857142857142857,"https://www.google.com/maps/place/MindChamps+Enrichment+Academy+@+Marina+Square+HQ/@1.291433,103.8576787,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1958eccc080d:0xf4a6d8433facb4b1!8m2!3d1.291433!4d103.8576787!16s%2Fg%2F11fqt5dt3m?entry=ttu",2024-03-24 16:05:29.776346
MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6,Education center,"Central Plaza, 298 Tiong Bahru Rd, #09-05/06, 168730 ","Sunday, Closed, Monday, 11am to 7pm, Tuesday, 11am to 7pm, Wednesday, 11am to 7pm, Thursday, 11am to 7pm, Friday (Good Friday), 11am to 7pm, Hours might differ, Saturday, 9am to 6:30pm",https://mindspace.mindchamps.org/contact-us/,"5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5",4.857142857142857,"https://www.google.com/maps/place/MindSpace+@+Central+Plaza+(Tiong+Bahru)+%7C+After+School+Student+Care+for+P1-P5+%7C+MindChamps+Enrichment+%26+PSLE+for+P1-P6/@1.2864244,103.827346,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19625bee4519:0xa835a3d51fb731b3!8m2!3d1.2864244!4d103.827346!16s%2Fg%2F11rtrjxv3g?entry=ttu",2024-03-24 16:05:39.023719
MindChamps Reading & Writing Programme @ Westgate,Learning center,"3 Gateway Dr, #04-16/17 Westgate, Singapore 608532 ","Sunday, 10am to 8pm, Monday, 12:30 to 9pm, Tuesday, 12:30 to 9pm, Wednesday, 12:30 to 9pm, Thursday, 12:30 to 9pm, Friday (Good Friday), 12:30 to 9pm, Hours might differ, Saturday, 9am to 8pm",http://www.mindchamps.org/,"5, 1, 3, 2",2.75,"https://www.google.com/maps/place/MindChamps+Reading+%26+Writing+Programme+@+Westgate/@1.334158,103.7428434,17z/data=!3m1!4b1!4m6!3m5!1s0x31da100fa97b1b6b:0xba81ef7a787e7021!8m2!3d1.334158!4d103.7428434!16s%2Fg%2F11c3v50sny?entry=ttu",2024-03-24 16:05:47.204172
MindChamps Reading @ Punggol Northshore,Education center,"11 Northshore Dr, #01-B, Singapore 828670 ","Sunday, 9am to 6:30pm, Monday, 9am to 6:30pm, Tuesday, 9am to 6:30pm, Wednesday, 9am to 6:30pm, Thursday, 9am to 6:30pm, Friday (Good Friday), 9am to 6:30pm, Hours might differ, Saturday, 9am to 6:30pm",https://www.mindchamps.org/mrw/reading-programme/,"5, 5, 4, 5, 5, 5, 5",4.857142857142857,"https://www.google.com/maps/place/MindChamps+Reading+@+Punggol+Northshore/@1.4154673,103.8990783,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15732e065dd1:0xaddf028228227c15!8m2!3d1.4154673!4d103.8990783!16s%2Fg%2F11frp8m64g?entry=ttu",2024-03-24 16:06:11.913666
MindChamps PreSchool @ Adda Heights,Preschool,"238, 240, Jalan Adda 7, 81100 Johor Bahru, Johor, Malaysia ","Sunday, Closed, Monday, 8am to 6pm, Tuesday, 8am to 6pm, Wednesday, 8am to 6pm, Thursday, 8am to 6pm, Friday, 8am to 6pm, Saturday, 8am to 12pm",https://my.mindchamps.org/contact-us/,"5, 5, 5, 5, 5, 4",4.833333333333333,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Adda+Heights/@1.5451258,103.7496653,17z/data=!3m1!4b1!4m6!3m5!1s0x31da6d58626bdb0f:0x1f65501dcf91b73d!8m2!3d1.5451258!4d103.7496653!16s%2Fg%2F11h6lclht1?entry=ttu",2024-03-24 16:06:37.271493
MindChamps Reading Programme @ Bishan,Educational institution,"18 Sin Ming Ln, #01-18 Midview City, Singapore 573960 ",,https://www.mindchamps.org/enrichment/our-centres/mindchamps-enrichment-academy-bishan-midview-city/,"5, 5, 5, 5, 5, 4",4.833333333333333,"https://www.google.com/maps/place/MindChamps+Reading+Programme+@+Bishan/@1.3595569,103.8344894,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17809ad8a8d9:0xa2e5dcfb634b7b25!8m2!3d1.3595569!4d103.8344894!16s%2Fg%2F11ty22zz6w?entry=ttu",2024-03-24 16:07:02.133102
MindSpace @ Tai Seng (Grantral Mall) | After School Student Care for P1-P5 | MindChamps Enrichment for P1-P5,After school program,"601 MacPherson Rd, #02-01 Grantral Mall/Grantral Complex@Macpherson, Singapore 368242 ","Sunday, Closed, Monday, 12:30 to 7pm, Tuesday, 12:30 to 7pm, Wednesday, 12:30 to 7pm, Thursday, 12:30 to 7pm, Friday (Good Friday), Closed, Holiday hours, Saturday, 9am to 5pm",https://mindspace.mindchamps.org/mindspace-tai-seng-grantral-mall/?utm_source=google&utm_medium=gmb&utm_campaign=organic_gmb&utm_id=organic,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,"https://www.google.com/maps/place/MindSpace+@+Tai+Seng+(Grantral+Mall)+%7C+After+School+Student+Care+for+P1-P5+%7C+MindChamps+Enrichment+for+P1-P5/@1.3335017,103.8871113,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17f6ffb77539:0xfc477014ecc9b941!8m2!3d1.3335017!4d103.8871113!16s%2Fg%2F11tg2xnkpn?entry=ttu",2024-03-24 16:07:16.365532
