Word,Frequency,Category
quality,315,Staff_and_Management_Factors
kindergarten,308,Facility_Factors
classroom,307,Facility_Factors
program,304,Educational_Factors
morning,302,Communication_Factors
choice,300,Educational_Factors
value,298,Facility_Factors
level,296,Safety_and_Health_Factors
attention,296,Staff_and_Management_Factors
one,294,Communication_Factors
space,289,Facility_Factors
age,285,Facility_Factors
playground,276,Facility_Factors
word,272,Communication_Factors
pre,268,Educational_Factors
knowledge,266,Staff_and_Management_Factors
issue,263,Staff_and_Management_Factors
photo,247,Educational_Factors
passion,244,Staff_and_Management_Factors
educator,244,Staff_and_Management_Factors
enrichment,238,Educational_Factors
term,236,Educational_Factors
music,234,Educational_Factors
opportunity,225,Staff_and_Management_Factors
champ,223,Communication_Factors
toddler,221,Communication_Factors
kudo,221,Communication_Factors
art,219,Educational_Factors
interest,213,Staff_and_Management_Factors
branch,213,Facility_Factors
end,210,Facility_Factors
programme,208,Educational_Factors
group,207,Educational_Factors
review,207,Communication_Factors
transition,190,Educational_Factors
alot,190,Communication_Factors
performance,188,Educational_Factors
fee,188,Communication_Factors
change,187,Facility_Factors
auntie,185,Staff_and_Management_Factors
memory,183,Communication_Factors
smile,182,Communication_Factors
period,181,Educational_Factors
classmate,180,Educational_Factors
house,179,Facility_Factors
interaction,177,Educational_Factors
foundation,176,Facility_Factors
playgroup,175,Facility_Factors
service,173,Educational_Factors
safety,173,Safety_and_Health_Factors
childhood,172,Communication_Factors
story,171,Educational_Factors
moment,169,Communication_Factors
mile,167,Staff_and_Management_Factors
approach,164,Educational_Factors
mindchamp,164,Facility_Factors
peace,163,Staff_and_Management_Factors
question,163,Communication_Factors
graduation,163,Educational_Factors
ease,162,Staff_and_Management_Factors
character,160,Educational_Factors
aspect,159,Staff_and_Management_Factors
understanding,157,Educational_Factors
water,157,Communication_Factors
location,155,Facility_Factors
laoshi,155,Staff_and_Management_Factors
today,153,Facility_Factors
joy,153,Communication_Factors
reading,152,Educational_Factors
meal,151,Communication_Factors
role,149,Staff_and_Management_Factors
community,148,Facility_Factors
tour,146,Educational_Factors
kindness,145,Communication_Factors
nursery,144,Educational_Factors
point,144,Facility_Factors
concert,142,Facility_Factors
face,142,Educational_Factors
commitment,140,Safety_and_Health_Factors
difference,140,Safety_and_Health_Factors
atmosphere,139,Safety_and_Health_Factors
excursion,138,Facility_Factors
book,137,Educational_Factors
study,136,Educational_Factors
gratitude,136,Communication_Factors
standard,135,Safety_and_Health_Factors
attitude,133,Safety_and_Health_Factors
song,133,Communication_Factors
hour,133,Educational_Factors
help,132,Communication_Factors
speech,132,Educational_Factors
self,131,Safety_and_Health_Factors
room,129,Facility_Factors
celebration,129,Communication_Factors
star,129,Communication_Factors
ability,128,Safety_and_Health_Factors
problem,127,Communication_Factors
query,127,Safety_and_Health_Factors
kind,127,Safety_and_Health_Factors
ratio,127,Safety_and_Health_Factors
people,127,Safety_and_Health_Factors
trip,125,Facility_Factors
reason,125,Communication_Factors
process,123,
sense,120,Safety_and_Health_Factors
session,119,Educational_Factors
principle,118,Educational_Factors
material,116,Safety_and_Health_Factors
turnover,116,Safety_and_Health_Factors
fact,115,Safety_and_Health_Factors
visit,115,Safety_and_Health_Factors
campus,112,Facility_Factors
case,111,Safety_and_Health_Factors
writing,110,Educational_Factors
impact,110,Educational_Factors
form,110,Educational_Factors
building,109,Facility_Factors
appreciation,108,Communication_Factors
hygiene,106,Safety_and_Health_Factors
door,105,Facility_Factors
stage,104,
person,104,Safety_and_Health_Factors
situation,103,Communication_Factors
drop,103,Educational_Factors
wife,103,Staff_and_Management_Factors
bus,102,Facility_Factors
leadership,102,Educational_Factors
picture,101,Safety_and_Health_Factors
rest,101,Safety_and_Health_Factors
culture,101,Safety_and_Health_Factors
expectation,100,Communication_Factors
mother,100,Staff_and_Management_Factors
everyday,99,
admin,99,Staff_and_Management_Factors
manner,99,
video,98,Safety_and_Health_Factors
response,98,Communication_Factors
bit,98,Safety_and_Health_Factors
encouragement,97,Communication_Factors
enthusiasm,97,Communication_Factors
detail,96,Safety_and_Health_Factors
field,95,Safety_and_Health_Factors
garden,94,Safety_and_Health_Factors
nature,94,Educational_Factors
mandarin,94,Safety_and_Health_Factors
compound,93,Safety_and_Health_Factors
system,92,Safety_and_Health_Factors
number,92,Safety_and_Health_Factors
habit,92,Safety_and_Health_Factors
cooking,92,Communication_Factors
creativity,91,Educational_Factors
craft,90,
worry,90,Communication_Factors
warmth,90,Staff_and_Management_Factors
course,90,Educational_Factors
behaviour,89,Communication_Factors
responsibility,89,Educational_Factors
patient,89,Communication_Factors
world,88,
future,88,
husband,88,Staff_and_Management_Factors
weekend,87,Communication_Factors
training,87,Staff_and_Management_Factors
start,87,Educational_Factors
challenge,86,Staff_and_Management_Factors
phonic,86,Educational_Factors
method,86,Educational_Factors
academic,86,Educational_Factors
check,86,Educational_Factors
money,85,Staff_and_Management_Factors
professionalism,85,Educational_Factors
shout,85,Safety_and_Health_Factors
assurance,84,Staff_and_Management_Factors
sport,83,Educational_Factors
workshop,82,Educational_Factors
chance,81,Staff_and_Management_Factors
gem,81,Facility_Factors
health,81,Safety_and_Health_Factors
email,80,Communication_Factors
incident,80,Staff_and_Management_Factors
milestone,79,Educational_Factors
rate,78,Educational_Factors
science,78,Educational_Factors
motor,78,
regret,78,Communication_Factors
variety,77,Educational_Factors
toy,77,Educational_Factors
discipline,76,Educational_Factors
independence,76,
exposure,76,Educational_Factors
dance,75,Educational_Factors
plenty,75,Staff_and_Management_Factors
learner,75,Educational_Factors
information,74,Educational_Factors
park,73,Facility_Factors
focus,73,Educational_Factors
conversation,73,Communication_Factors
peer,72,Staff_and_Management_Factors
cleanliness,72,Safety_and_Health_Factors
success,71,Educational_Factors
energy,71,
member,70,
phone,70,Facility_Factors
holiday,70,Facility_Factors
bond,69,Educational_Factors
addition,69,Educational_Factors
occasion,69,Educational_Factors
beginning,68,Educational_Factors
individual,68,Educational_Factors
action,67,Staff_and_Management_Factors
date,67,Communication_Factors
toilet,67,Facility_Factors
balance,67,Educational_Factors
routine,67,Educational_Factors
example,67,Educational_Factors
caring,67,Staff_and_Management_Factors
relationship,66,Educational_Factors
thumb,66,Communication_Factors
stuff,66,Staff_and_Management_Factors
shoutout,66,Communication_Factors
matter,66,Educational_Factors
leader,66,Staff_and_Management_Factors
diaper,65,Facility_Factors
concept,65,Educational_Factors
drama,65,Educational_Factors
lunch,64,Communication_Factors
eye,64,Safety_and_Health_Factors
anxiety,64,Safety_and_Health_Factors
lao,63,Communication_Factors
happiness,63,Communication_Factors
condition,63,Educational_Factors
premise,63,Educational_Factors
outing,62,Facility_Factors
lady,62,Staff_and_Management_Factors
thought,62,Educational_Factors
game,61,Communication_Factors
subject,61,Educational_Factors
vibe,61,Communication_Factors
literacy,61,
lack,61,Educational_Factors
list,61,Communication_Factors
gym,60,Facility_Factors
opinion,60,Educational_Factors
math,60,Educational_Factors
mention,60,Educational_Factors
step,60,Educational_Factors
behavior,59,Educational_Factors
idea,59,Educational_Factors
name,59,Educational_Factors
air,58,Facility_Factors
message,57,Communication_Factors
couple,57,Staff_and_Management_Factors
respect,57,
preparation,57,Educational_Factors
milk,57,Safety_and_Health_Factors
homework,56,Educational_Factors
wellbeing,56,
trust,56,Educational_Factors
testament,56,Educational_Factors
theme,56,Educational_Factors
syllabus,56,Educational_Factors
personality,56,Communication_Factors
emphasis,56,Educational_Factors
road,56,Facility_Factors
priority,56,
request,56,Educational_Factors
light,55,Facility_Factors
enquiry,55,Educational_Factors
setting,54,
tuition,54,Educational_Factors
report,54,Educational_Factors
surprise,54,
ground,54,Facility_Factors
curiosity,54,
sister,53,Staff_and_Management_Factors
sch,53,Facility_Factors
engagement,53,Educational_Factors
separation,53,Safety_and_Health_Factors
minute,53,Educational_Factors
comment,53,Communication_Factors
director,53,Educational_Factors
practice,52,Educational_Factors
guy,52,Staff_and_Management_Factors
kitchen,52,Facility_Factors
owner,51,Staff_and_Management_Factors
initiative,51,Educational_Factors
deposit,51,Educational_Factors
importance,51,Staff_and_Management_Factors
difficulty,50,Safety_and_Health_Factors
basis,50,Educational_Factors
evening,50,
option,50,Educational_Factors
factor,50,Educational_Factors
regard,50,Staff_and_Management_Factors
footprint,50,Educational_Factors
advice,49,Educational_Factors
result,49,Educational_Factors
tip,49,Educational_Factors
head,49,Staff_and_Management_Factors
project,49,Educational_Factors
feeling,47,Staff_and_Management_Factors
neighbourhood,47,Facility_Factors
adult,46,Communication_Factors
emotion,46,
instruction,46,
potential,46,Educational_Factors
enrolment,46,Educational_Factors
assistant,46,Staff_and_Management_Factors
friendship,46,Communication_Factors
style,46,Communication_Factors
mindset,45,
touch,45,Communication_Factors
involvement,45,
manager,44,Staff_and_Management_Factors
operation,44,Staff_and_Management_Factors
menu,44,
plan,44,
window,44,
measure,44,Educational_Factors
mom,44,Facility_Factors
range,44,Educational_Factors
structure,43,Educational_Factors
virus,43,Educational_Factors
office,43,Facility_Factors
price,43,Cost_Factors
helper,43,Staff_and_Management_Factors
distance,43,Facility_Factors
type,43,Educational_Factors
talk,42,Communication_Factors
topic,42,Educational_Factors
vocabulary,42,Educational_Factors
brand,42,Facility_Factors
doubt,42,Communication_Factors
schedule,42,Educational_Factors
partnership,42,Staff_and_Management_Factors
reply,42,Communication_Factors
comfort,41,Communication_Factors
arrangement,41,
charge,41,Educational_Factors
experiment,41,
core,41,Communication_Factors
floor,41,Facility_Factors
turn,41,
slot,41,Facility_Factors
achievement,40,
size,40,
sentence,40,Communication_Factors
platform,40,
progression,40,Educational_Factors
span,40,Communication_Factors
note,40,Communication_Factors
registration,40,Educational_Factors
phase,39,Educational_Factors
preschooler,39,Staff_and_Management_Factors
schooling,39,Educational_Factors
view,39,Facility_Factors
car,39,Facility_Factors
impression,39,Communication_Factors
excellence,39,Staff_and_Management_Factors
nap,39,Facility_Factors
wonder,38,Communication_Factors
pace,38,
security,38,Staff_and_Management_Factors
ceremony,38,Educational_Factors
strength,38,Staff_and_Management_Factors
cleaning,38,Educational_Factors
thinking,38,Communication_Factors
kiddo,38,Communication_Factors
bonding,38,Staff_and_Management_Factors
playing,38,
p,38,Facility_Factors
sharing,37,Staff_and_Management_Factors
suggestion,37,Communication_Factors
partner,37,Staff_and_Management_Factors
uniform,37,Communication_Factors
praise,37,Communication_Factors
compassion,37,Communication_Factors
share,37,Staff_and_Management_Factors
pool,37,Facility_Factors
generation,37,
empathy,36,Staff_and_Management_Factors
spelling,36,
village,36,Facility_Factors
showcase,36,Educational_Factors
observation,36,Educational_Factors
night,36,Communication_Factors
duty,36,
exploration,36,Communication_Factors
skool,36,Facility_Factors
recommendation,35,
contact,35,Staff_and_Management_Factors
administration,35,Educational_Factors
task,34,Educational_Factors
notice,34,
snack,34,
consideration,34,Communication_Factors
festival,34,Facility_Factors
teamwork,34,
twin,34,Staff_and_Management_Factors
off,34,
mum,34,Staff_and_Management_Factors
tlh,34,Communication_Factors
happening,33,Communication_Factors
parenting,33,
up,33,
blessing,33,Staff_and_Management_Factors
reminder,33,Communication_Factors
assistance,32,
professional,32,
outdoor,32,
leap,32,
credit,32,
cookery,32,
half,32,
mth,32,Educational_Factors
brother,32,
daycare,32,Facility_Factors
pick,32,
mood,32,Communication_Factors
bottle,32,
customer,31,Staff_and_Management_Factors
surrounding,31,Communication_Factors
artwork,31,Educational_Factors
corner,31,Facility_Factors
notch,31,Staff_and_Management_Factors
highlight,31,Educational_Factors
path,31,
country,31,
outlet,31,Facility_Factors
item,31,
robotic,31,Educational_Factors
mask,31,Safety_and_Health_Factors
niece,30,Staff_and_Management_Factors
walk,30,
tender,30,Safety_and_Health_Factors
relief,30,
pleasure,30,Staff_and_Management_Factors
appointment,30,
use,30,
institution,30,Educational_Factors
fear,30,Safety_and_Health_Factors
welcoming,30,Staff_and_Management_Factors
punggol,30,Facility_Factors
company,30,Facility_Factors
inquiry,30,Communication_Factors
daugther,30,Communication_Factors
cook,30,Staff_and_Management_Factors
vacancy,30,Facility_Factors
business,29,
load,29,Communication_Factors
resource,29,Educational_Factors
graduate,29,Staff_and_Management_Factors
mix,29,Communication_Factors
outbreak,29,Safety_and_Health_Factors
loving,29,Staff_and_Management_Factors
singing,29,
expression,29,
planning,29,Staff_and_Management_Factors
affair,29,
news,29,
mentor,29,Staff_and_Management_Factors
meeting,29,
cost,29,Cost_Factors
pride,28,Staff_and_Management_Factors
sun,28,
station,28,
instrument,28,
allergy,28,Safety_and_Health_Factors
rapport,28,
shi,28,Safety_and_Health_Factors
temperature,28,
answer,28,Educational_Factors
administrator,28,Staff_and_Management_Factors
sand,28,
ifc,28,Facility_Factors
order,27,
line,27,
parking,27,Facility_Factors
rule,27,
vicinity,27,
application,27,
trouble,27,
skin,27,
eater,26,
track,26,
blossom,26,Communication_Factors
attentiveness,26,Educational_Factors
plant,26,Facility_Factors
traffic,26,Facility_Factors
working,26,Staff_and_Management_Factors
mall,26,Facility_Factors
gourmet,26,
children,26,
sign,26,Educational_Factors
hardwork,26,
tear,26,Communication_Factors
birthday,26,Communication_Factors
worksheet,26,Educational_Factors
rating,26,Educational_Factors
grade,25,Educational_Factors
insight,25,Communication_Factors
capability,25,
entrance,25,
covid,25,Safety_and_Health_Factors
mindfulness,25,
gate,25,Facility_Factors
colleague,25,
yrs,25,Safety_and_Health_Factors
block,25,Facility_Factors
excitement,25,
estate,25,
model,25,
stranger,25,
talent,25,
volume,25,
sibling,25,Safety_and_Health_Factors
channel,25,
payment,25,Communication_Factors
caregiver,25,Staff_and_Management_Factors
grandson,24,Staff_and_Management_Factors
opening,24,Communication_Factors
timing,24,
spirit,24,Communication_Factors
practicum,24,Educational_Factors
piece,24,
neighborhood,24,Facility_Factors
affection,24,Communication_Factors
stay,24,
cheer,24,Communication_Factors
complaint,24,Communication_Factors
swimming,24,Educational_Factors
status,24,
transformation,23,Educational_Factors
pm,23,Educational_Factors
presence,23,
eg,23,Facility_Factors
city,23,Facility_Factors
prop,23,
set,23,Educational_Factors
philosophy,23,
shopping,23,Communication_Factors
violin,23,Educational_Factors
content,23,Communication_Factors
fruit,23,
vision,23,
admission,23,
doctor,23,
colour,23,Educational_Factors
ex,23,Communication_Factors
n,23,Safety_and_Health_Factors
u,23,Safety_and_Health_Factors
good,23,Communication_Factors
min,23,
granddaughter,23,Communication_Factors
gift,23,Staff_and_Management_Factors
leave,23,
eczema,23,Safety_and_Health_Factors
infantcare,23,Facility_Factors
ball,23,
trainer,22,Staff_and_Management_Factors
tool,22,Facility_Factors
break,22,Communication_Factors
numeracy,22,Educational_Factors
dancing,22,
bound,22,
refund,22,Communication_Factors
soul,22,
control,22,
greeting,22,Communication_Factors
animal,22,
mummy,22,Staff_and_Management_Factors
dream,22,Communication_Factors
imagination,22,
bunch,22,Communication_Factors
sincerity,22,Staff_and_Management_Factors
yr,22,Communication_Factors
rash,22,Safety_and_Health_Factors
church,22,Facility_Factors
adventure,21,
protocol,21,
summary,21,Staff_and_Management_Factors
carpark,21,Facility_Factors
amenity,21,Facility_Factors
nurturing,21,
background,21,
vegetable,21,
connection,21,Educational_Factors
access,21,
greenery,21,
breeze,21,
mark,21,
restriction,21,Staff_and_Management_Factors
woodland,21,
welfare,21,Safety_and_Health_Factors
hug,21,Safety_and_Health_Factors
mathematic,21,Educational_Factors
accident,21,Safety_and_Health_Factors
policy,21,
portal,21,
living,21,Communication_Factors
element,20,
newsletter,20,
ton,20,
contribution,20,Staff_and_Management_Factors
afternoon,20,
letter,20,
man,20,
stop,20,
infrastructure,20,Facility_Factors
withdrawal,20,Safety_and_Health_Factors
methodology,20,Educational_Factors
e,20,Communication_Factors
cc,20,Communication_Factors
cake,20,
schoolhouse,20,Facility_Factors
announcement,20,
bruise,20,
telling,20,
teach,20,Educational_Factors
waiting,20,Communication_Factors
card,20,
tantrum,19,
reassurance,19,Communication_Factors
premium,19,Communication_Factors
call,19,Communication_Factors
apology,19,Communication_Factors
arm,19,
increase,19,Cost_Factors
mistake,19,Communication_Factors
past,19,
awareness,19,Educational_Factors
costume,19,
gesture,19,
collaboration,19,Staff_and_Management_Factors
daddy,19,Staff_and_Management_Factors
movie,19,Educational_Factors
transfer,19,Staff_and_Management_Factors
chef,19,Staff_and_Management_Factors
delay,19,
willingness,19,Communication_Factors
injury,19,Staff_and_Management_Factors
breakfast,19,Communication_Factors
website,19,Communication_Factors
clothe,19,
feed,19,Communication_Factors
raffle,19,Facility_Factors
champion,18,Educational_Factors
party,18,
circuit,18,
expertise,18,Staff_and_Management_Factors
haven,18,Communication_Factors
site,18,Facility_Factors
hair,18,
diversity,18,Educational_Factors
vice,18,Staff_and_Management_Factors
establishment,18,Facility_Factors
shoe,18,
faith,18,Communication_Factors
educarer,18,Educational_Factors
cleaner,18,
gal,18,Staff_and_Management_Factors
excuse,18,
biscuit,18,Educational_Factors
flexibility,18,
foot,18,Educational_Factors
camp,18,
cove,18,Facility_Factors
tot,18,Communication_Factors
bag,18,
mommy,18,Staff_and_Management_Factors
elfa,18,Staff_and_Management_Factors
mindspace,17,Educational_Factors
exercise,17,Safety_and_Health_Factors
comparison,17,
government,17,Facility_Factors
laughter,17,
ambience,17,
design,17,Educational_Factors
sort,17,Educational_Factors
drive,17,Educational_Factors
spot,17,
internship,17,Educational_Factors
circumstance,17,Educational_Factors
shortage,17,
goodbye,17,Communication_Factors
scratch,17,
manpower,17,
glass,17,Facility_Factors
post,17,Communication_Factors
weight,17,Staff_and_Management_Factors
advance,17,Educational_Factors
kidz,17,
resident,17,
spread,17,Educational_Factors
stress,16,Safety_and_Health_Factors
layout,16,Facility_Factors
nephew,16,
assessment,16,
test,16,Educational_Factors
compliment,16,
risk,16,
convenience,16,Educational_Factors
wall,16,
attrition,16,
breaker,16,
preference,16,
r,16,Communication_Factors
history,16,
pant,16,
franchise,16,Facility_Factors
chat,16,Communication_Factors
bite,16,
in,16,
wait,16,
pandemic,16,Educational_Factors
lil,16,Communication_Factors
tone,16,
portfolio,16,
participation,16,
record,16,
drawing,16,
flu,16,Safety_and_Health_Factors
transport,16,Facility_Factors
chair,16,Facility_Factors
odyssey,16,Facility_Factors
beach,16,Facility_Factors
orientation,16,
kindie,16,Facility_Factors
zone,15,
composition,15,Educational_Factors
father,15,Staff_and_Management_Factors
zoom,15,
eating,15,
delivery,15,Facility_Factors
enrollment,15,Educational_Factors
trait,15,
weakness,15,
conclusion,15,Staff_and_Management_Factors
discussion,15,Educational_Factors
transit,15,Facility_Factors
pity,15,Communication_Factors
disease,15,Safety_and_Health_Factors
privilege,15,
rock,15,Educational_Factors
cause,15,
grandparent,15,
cry,15,
selection,15,
speaking,15,Staff_and_Management_Factors
pat,15,Communication_Factors
sunshine,15,Educational_Factors
waitlist,15,Educational_Factors
grass,15,
look,15,Facility_Factors
total,15,Communication_Factors
cream,15,Educational_Factors
address,15,Facility_Factors
bay,15,Facility_Factors
bubbly,15,
coordination,14,Educational_Factors
capacity,14,
carer,14,Educational_Factors
setup,14,
technique,14,Educational_Factors
state,14,
alphabet,14,Educational_Factors
mannerism,14,
procedure,14,
farm,14,
walkway,14,Facility_Factors
yesterday,14,
pickup,14,Facility_Factors
west,14,
hope,14,Communication_Factors
visitor,14,Communication_Factors
influence,14,Educational_Factors
mean,14,Communication_Factors
struggle,14,
luck,14,Communication_Factors
text,14,
shop,14,
twinklekidz,14,Educational_Factors
chicken,14,
notification,14,Communication_Factors
mid,14,
supervision,14,Staff_and_Management_Factors
act,14,Educational_Factors
hero,14,Communication_Factors
promise,14,Staff_and_Management_Factors
ceiling,14,
accountability,14,
requirement,14,Educational_Factors
booklet,14,
paper,14,
meditation,14,
second,14,Facility_Factors
meadow,14,
behalf,13,Communication_Factors
hesitation,13,
perspective,13,Educational_Factors
key,13,Facility_Factors
account,13,
blink,13,
tree,13,Educational_Factors
inspiration,13,
discovery,13,
instance,13,
cough,13,Safety_and_Health_Factors
transparency,13,Educational_Factors
reception,13,Facility_Factors
pedagogy,13,
search,13,Educational_Factors
dish,13,
courtesy,13,Communication_Factors
attendance,13,Educational_Factors
tea,13,
industry,13,
lifetime,13,
subsidy,13,Cost_Factors
thoughtfulness,13,
hotline,13,
painting,13,
hospital,13,
interview,13,Educational_Factors
bonus,12,Educational_Factors
lie,12,
motivation,12,
board,12,
basic,12,
welcome,12,
communicating,12,
lockdown,12,Facility_Factors
public,12,
library,12,
weather,12,
sight,12,
rhythm,12,
李老师,12,
conference,12,
listening,12,Communication_Factors
award,12,
comm,12,
diet,12,Safety_and_Health_Factors
therapy,12,
decoration,12,Communication_Factors
career,12,Educational_Factors
elder,12,Educational_Factors
worker,12,Staff_and_Management_Factors
street,12,
grace,12,Communication_Factors
prep,12,
research,12,
ride,12,Educational_Factors
aunty,12,
part,12,Facility_Factors
body,12,
mouth,12,
bukit,12,
conduct,12,
computer,12,
town,12,
crowd,12,
scar,12,Facility_Factors
gardening,12,
neighbour,12,Facility_Factors
m,12,Facility_Factors
middle,12,Educational_Factors
contract,12,
renovation,12,
seed,12,Facility_Factors
ventilation,12,
mess,12,
relocation,11,Staff_and_Management_Factors
tutor,11,Staff_and_Management_Factors
playtime,11,
sleep,11,Safety_and_Health_Factors
plate,11,
intention,11,Educational_Factors
enjoyment,11,
caretaker,11,
appreciate,11,Communication_Factors
canteen,11,Facility_Factors
land,11,
fail,11,
aircon,11,Facility_Factors
horizon,11,Educational_Factors
society,11,
advantage,11,
awe,11,
like,11,Educational_Factors
peak,11,
arrival,11,
bed,11,
hfmd,11,
depth,11,
strategy,11,Staff_and_Management_Factors
brain,11,
evidence,11,Educational_Factors
section,11,
nightmare,11,Safety_and_Health_Factors
goal,11,Educational_Factors
portion,11,
batch,11,Educational_Factors
straw,11,
height,11,
inconvenience,11,
wound,11,
purpose,11,
bicycle,11,
trial,11,
objective,11,Educational_Factors
nose,11,Safety_and_Health_Factors
complain,11,
sickness,11,
blame,11,
offer,11,
leg,11,
rain,11,
shelter,11,
table,11,Facility_Factors
deal,11,
merger,11,Educational_Factors
machine,10,
episode,10,
vendor,10,
loop,10,Facility_Factors
calendar,10,Facility_Factors
speaker,10,
benefit,10,Educational_Factors
remark,10,
version,10,
belonging,10,
source,10,
proficiency,10,Staff_and_Management_Factors
inclusivity,10,
camaraderie,10,
fuss,10,
scene,10,
attachment,10,
pain,10,
scale,10,Educational_Factors
reputation,10,Communication_Factors
esteem,10,
intelligence,10,
wisdom,10,
friendliness,10,Staff_and_Management_Factors
myriad,10,Educational_Factors
club,10,
belief,10,
guest,10,
adaptability,10,
spectrum,10,
junction,10,Facility_Factors
pic,10,
comprehension,10,
abit,10,
黄老师,10,
exchange,10,
autism,10,
guide,10,Educational_Factors
semester,10,
aunt,10,
train,10,
mate,10,
wing,10,Facility_Factors
woman,10,
swing,10,
coincidence,10,
clarification,10,
geography,10,
context,10,
clip,10,
mission,10,Educational_Factors
integrity,10,
mosquito,10,
timah,10,
cluster,10,
follow,10,
effect,10,
germ,10,
feeding,10,
porridge,10,
sale,10,Cost_Factors
adjustment,10,
taking,10,
hall,10,
shaw,10,Educational_Factors
carnival,10,Educational_Factors
intern,10,
switch,10,
cycling,10,
finance,10,Staff_and_Management_Factors
anniversary,10,Communication_Factors
upbringing,10,
sweat,10,
tampine,10,Facility_Factors
statement,10,
testimonial,10,Communication_Factors
psle,10,Educational_Factors
return,9,
presentation,9,Educational_Factors
attempt,9,
disruption,9,
midst,9,
yoga,9,Educational_Factors
grandchild,9,Staff_and_Management_Factors
info,9,
piano,9,
illness,9,
extent,9,
eagerness,9,
recognition,9,
feel,9,
patch,9,
schooler,9,
slide,9,
poem,9,Educational_Factors
counter,9,Facility_Factors
hassle,9,
flower,9,
box,9,Facility_Factors
organisation,9,
function,9,
hubby,9,Communication_Factors
shape,9,Facility_Factors
interchange,9,
local,9,Educational_Factors
cohort,9,
unit,9,
weekly,9,
cirriculum,9,
decade,9,
dinner,9,
demand,9,
corridor,9,Facility_Factors
counting,9,Educational_Factors
product,9,
foreigner,9,
network,9,
sock,9,
pro,9,Educational_Factors
encounter,9,Educational_Factors
downside,9,Communication_Factors
indoor,9,
description,9,
dismissal,9,
abuse,9,Educational_Factors
fever,9,
bug,9,
software,9,
blk,9,
supervisor,9,Staff_and_Management_Factors
everytime,9,
crying,9,
treatment,9,Educational_Factors
cctv,9,
movement,9,
boutique,9,
symptom,9,
sustainability,9,
sparkle,9,Communication_Factors
hardware,9,
accordance,9,
host,9,
firstborn,9,
shell,9,
kit,9,
sector,9,
nearer,9,
camelot,9,Educational_Factors
recipe,8,
logistic,8,Facility_Factors
demeanor,8,Communication_Factors
cafe,8,
superb,8,
entry,8,
primary,8,
communicate,8,
island,8,
page,8,
mgmt,8,
stability,8,
personable,8,Communication_Factors
relative,8,
color,8,Facility_Factors
pay,8,
degree,8,
consistency,8,
quarter,8,
sleepover,8,
companion,8,
outcome,8,
signature,8,Communication_Factors
staffing,8,Staff_and_Management_Factors
princess,8,
feature,8,
positivity,8,
profit,8,
dollar,8,
小恩老师,8,
drum,8,
theatre,8,Facility_Factors
meltdown,8,Communication_Factors
northshore,8,
organising,8,
run,8,
intervention,8,
castle,8,
disposition,8,
exhibition,8,Educational_Factors
hrs,8,
donation,8,
domain,8,
pronunciation,8,
introduction,8,Communication_Factors
reaction,8,
alternative,8,Facility_Factors
hit,8,
solution,8,Educational_Factors
ingredient,8,
tell,8,
enrolling,8,
guardian,8,
beacon,8,
planet,8,
workbook,8,
voice,8,
certificate,8,
tongue,8,
waterplay,8,
magic,8,
document,8,
aid,8,
medium,8,Educational_Factors
veggie,8,Educational_Factors
disappointment,8,Communication_Factors
power,8,
